,Title,Author,ISBN Valid,Publisher,Subjects,i,description,categories,average_rating,ratings_count,page_count,language
12395,La gym douce senior /,"Choque, Jacques",9.79102E+12,Ellébore,Gymnastique douce; Personnes âgées; [Guides pratiques et mémentos],12395,,,,,,
12396,Le greffage : les techniques les plus actuelles et la plantation des arbres fruitiers /,"Leterme, Evelyne",2841561313; 9782841561315; 2950232817; 9782950232816,Ed du Rouergue; GRPA,greffe (botanique)--[manuel],12396,,,,,,
12397,Ravageurs et maladies au jardin : les solutions biologiques /,"Schmid, Otto, ingénieur agronome",290408200X; 9782904082009,Terre vivante,jardinage biologique,12397,,,,,,
12398,"Exercices Taoïstes de santé pour les gens pressés / Rinnie Tang, Gilles Faivre","Tang, Rinie",2906658715; 9782906658714,Libr-Ed You Feng,gymnastique--taoïsme--Chine (République populaire)--[manuel]; exercice physique--taoïsme--Chine (République populaire)--[manuel],12398,,,,,,
12399,La médecine traditionnelle chinoise pour les nuls /,"Pelissier, Jean, 1952-",9782412091869; 2412091862,First éditions,Médecine chinoise; Guides pratiques,12399,,,,,,
12400,Des miroirs équivoques : aux origines de la communication moderne /,"Quéré, Louis",2700702700; 9782700702705,Aubier-Montaigne,communication de masse--* sociologie,12400,,,,,,
12401,Le parler de soi /,"Descombes, Vincent",9782070459742; 2070459748,Gallimard,Moi (philosophie); Sujet (philosophie); Ontologie,12401,,,,,,
12402,Esquisse d'une théorie de la pratique ; précédé de Trois études d'ethnologie kabyle /,"Bourdieu, Pierre",,Librairie Droz,kabyle (peuple)--* sociologie; recherche scientifique--recherche sur le terrain - théorie--sciences humaines,12402,,,,,,
12403,Géopolitique de l'Arctique /,"Garcin, Thierry",9782717871579; 2717871578,Economica,Géopolitique; Arctique,12403,,,,,,
12404,Riche pourquoi pas toi? /,"Montaigne, Marion",9782205071764; 2205071769,Dargaud,Bandes dessinées,12404,,,,,,
12405,Rêvons d'une autre ville ! /,"Held, Marc, 1932-",9782863643884; 2863643886,Editions Parenthèses,Urbanisme durable; Habitations--Aspect environnemental; Agglomérations urbaines--Aspect environnemental,12405,,,,,,
12406,L'existentialisme est un humanisme /,"Sartre, Jean-Paul",,Gallimard,,12406,,,,,,
12407,Rédiger avec élégance : jeux et leçons de style /,"Lambert, Jean, 1948-",2729867716; 9782729867713,Ellipses,Rédaction; Style; [Problèmes et exercices]; [Manuels d'enseignement],12407,,,,,,
12408,Qu'est-ce que la sculpture aujourd'hui? /,,9782842786069; 2842786068,Beaux-arts éd,sculpture--20e s. (2e moitié) / 21e s. (début),12408,,,,,,
12409,"Espace, mouvement et son dans la sculpture de la seconde moitié du XXe siècle /","Rinuy, Paul-Louis",9782240030474; 224003047X,CNDP,oeuvre d'art - analyse--sculpture--20e s. (2e moitié)--[multimédia]; mouvement--son--sculpture--[multimédia],12409,,,,,,
12410,Leçon de photographie : la nature des photographies /,"Shore, Stephen, 1947-",0714859117; 9780714859118,Phaidon,Photographie--Philosophie; Photographie artistique; Composition (photographie),12410,,,,,,
12411,Enseignants efficaces : enseigner et être soi-même /,"Gordon, Thomas",2890440079; 9782890440074,Le Jour éd,problème - résolution--relation maître-élève--[manuel]; école--problème--[manuel]; communication--relation maître-élève,12411,,,,,,
12412,Illustrer /,"Birch, Helen",9782350173092; 2350173097,Pyramyd,Illustration des livres; Arts graphiques; Illustrations; Dessin; [Manuels d'enseignement],12412,,,,,,
12413,Henri Matisse : papiers découpés : dessiner avec des ciseaux /,"Néret, Xavier-Gilles",9783836567183; 3836567180,Taschen,"Matisse, Henri--Arts décoratifs; Matisse, Henri--Dernières oeuvres; Découpage (art)",12413,,,,,,
12414,Zeichnen im Kopf : an der Quelle Ihrer Bilder /,"Jenny, Peter",9783874396721; 387439672X,H Schmidt,Composition (art),12414,,,,,,
12415,Vorher/Nachher : Spiele für das Vor- und nachdenkliche Augen  /,"Jenny, Peter",9783874397438; 3874397432,H Schmidt,Composition (art)--Photographie,12415,,,,,,
12416,Labo dessin et techniques mixtes : 52 exercices créatifs et ludiques /,"Sonheim, Carla",9782212136272; 2212136277,Eyrolles,Dessin--Technique; Technique mixte (peinture); Dessin,12416,,,,,,
12417,"Arts visuels & musique : cycles 1, 2, 3 & collège /",,9782814202856; 2814202855,CRDP de Poitou-Charentes,activités didactiques--art--éducation artistique--musique--* méthodologie,12417,,,,,,
12418,La prof qui murmure à l'oreille des ados /,"Anquetin-Rault, Juline 19..-....",9782036028678; 2036028675,Larousse,Travail autonome (éducation); Enseignement--Méthodes actives; Enseignement secondaire--France; Éducation progressive,12418,,,,,,
12419,Le livre Coeur /,"De Amicis, Edmondo, 1846-1908",2728802661; 9782728802661,Ed Rue d'Ulm,,12419,,,,,,
12420,Immonde ! /,"Holleville, Elizabeth",9782344041864; 2344041869,Glénat,,12420,,,,,,
12421,Un zoo en hiver /,"Taniguchi, Jirō, 1947-2017",9782203020993; 2203020997,Casterman,Bandes dessinées; Mangas,12421,,,,,,
12422,La crise : stratégies d'intervention thérapeutique en psychiatrie /,"Coulon, Nicolas de",9782889011933; 2889011933,Antipodes,"Emergency Services, Psychiatric; Seizures; Psychiatry; Crisis Intervention; Crise (psychologie); Intervention psychologique; Psychiatrie",12422,,,,,,
12423,Septembre rouge : le coup d'État du 11 septembre 1973 au Chili /,"Besancenot, Olivier",9782845979642; 2845979649,Textuel,Chili--1973 (Coup d'État),12423,,,,,,
12424,La culture du pauvre : étude sur le style de vie des classes populaires en Angleterre /,"Hoggart, Richard, 1918-2014",2707301175; 9782707301178,Les Ed de Minuit,peuple (classe sociale)--vie quotidienne--Grande-Bretagne; travailleur--Grande-Bretagne; mode de vie--pauvreté--Grande-Bretagne; culture populaire--pauvre--Grande-Bretagne; culture ouvrière--* sociologie--Angleterre (Grande-Bretagne)--1900 / 1950,12424,,,,,,
12425,Manuel de diagnostics infirmiers /,"Carpenito-Moyet, Lynda Juall",9782294746192; 2294746198,Elsevier Masson,Diagnostic infirmier; Soins infirmiers,12425,,,,,,
12426,Soins infirmiers : médecine-chirurgie /,,9782765049845; 276504984X; 9782765049852; 2765049858; 9782765049869; 2765049866; 9782765049883; 2765049882; 9782765049876; 2765049874; 9998201410944,Chenelière Education,Soins infirmiers,12426,,,,,,
12427,Les liens du sang /,"Oshimi, Shūzō 1981-....",9791032704349; 9791032704356; 9791032704363; 9791032704974; 9791032705162; 9791032706008; 9791032706510; 9791032706831; 9791032708064; 9791032710357; 9791032711231; 9791032712122; 9791032713242; 9791032713907; 9791032716823; 9791032716830,Ki-oon,Mangas; [Bandes dessinées],12427,,,,,,
12428,Pallas /,"Carteron, Marine",9782812624414; 2812624418; 9782812625176; 2812625171; 9782812626029; 281262602X,Rouergue,Roman fantastique pour la jeunesse; Mythologie grecque,12428,,,,,,
12429,Les billes du Pachinko /,"Dusapin, Élisa Shua, 1992-",9782889275793; 2889275795,Zoé,,12429,,,,,,
12430,Voyage clandestin avec deux femmes bavardes /,"Gran, Iegor",9782818058763; 2818058767,POL,,12430,,,,,,
12431,Rien à perdre /,"Hanneli, Victoire",9782234093867; 2234093864,Stock,,12431,,,,,,
12432,Brève histoire du néolibéralisme /,"Harvey, David, 1935-",9782350960883; 2350960889,Les Prairies ordinaires,Libéralisme économique; Capitalisme - Analyse marxiste; 20e siècle (2e moitié)-21e siècle (début),12432,,,,,,
12433,Fahrenheit 451 /,"Bradbury, Ray 1920-2012",9782385020026; 2385020025,Phileas,Bandes dessinées,12433,,,,,,
12434,"L'Enfer, le silence /","Díaz Canales, Juan",9782205063134; 2205063138,Dargaud,Bandes dessinées policières,12434,,,,,,
12435,Ame rouge /,"Díaz Canales, Juan",9782205055641; 220505564X,Dargaud,Bandes dessinées,12435,,,,,,
12436,Amarillo /,"Díaz Canales, Juan",9782205071801; 2205071807,Dargaud,Bandes dessinées policières,12436,,,,,,
12437,Niki de Saint Phalle : la révolte à l'œuvre /,"Francblin, Catherine, 1943-",9782754104975; 2754104976,Hazan,"Saint-Phalle, Niki de--Biographie; Saint-Phalle, Niki de; Artistes; [Biographies]",12437,,,,,,
12438,Unnatural Death /,"Cornwell, Patricia Daniels",1408728664; 9781408728666,Sphere,,12438,,,,,,
12439,Moyen âge : chrétienté et islam /,,9782081244245; 2081244241,Flammarion,Art médiéval; [Encyclopédies],12439,,,,,,
12440,Der Besuch der alten Dame : eine tragische Komödie : Neufassung 1980 /,"Dürrenmatt, Friedrich",9783257230451; 3257230451,Diogenes,Allemand (langue); Théâtre (genre littéraire),12440,,,,,,
12441,Une histoire juridique de l'Occident (IIIe-IXe siècle) : le droit et la coutume /,,2130587828; 9782130587828,Presses Universitaires de France,Droit médiéval; Droit romain--Réception--Europe; Droit canonique--Réception--Europe; Conditions sociales--Europe--Jusqu'à 1500,12441,,,,,,
12442,De la dignité humaine /,"De Koninck, Thomas",213046873X; 9782130468738,Presses univ de France,dignité humaine,12442,,,,,,
12443,Introduction à l'histoire de la théologie /,,9782830916171; 2830916174,Labor et Fides,Théologie--Histoire; Protestantisme--Histoire--Théologie,12443,,,,,,
12444,La vocation de la personne : l'histoire du concept de personne de sa naissance augustinienne à sa redécouverte phénoménologique /,"Housset, Emmanuel, 1960-",9782130562696; 2130562698,Presses universitaires de France,personne (philosophie)--4e s. / 20e s.,12444,,,,,,
12445,Une histoire de la pensée juridique en Allemagne (1800-1918) : idéalisme et conceptualisme chez les juristes allemands du XIXe siècle /,"Jouanjan, Olivier",2130550916; 9782130550914,Presses univ de France,droit--Allemagne--19e s. / 1918,12445,,,,,,
12446,Ce sera pour la prochaine fois : journal d'une survie post-fausses couches /,"Favre, Cléa, 1986-",9782828919719; 2828919714,Favre,"Romans graphiques; Deuil périnatal; Grossesse--Psychologie; Abortion, Spontaneous; Avortement spontané; Grossesse--1er trimestre; Foetus--Mort; Pregnancy--psychology; Pregnancy Trimester, First--psychology; Pregnant Women--psychology; Fetal Death; Récits personnels; Graphic Novel",12446,,,,,,
12447,Le régime de longévité : essai /,"Longo, Valter",9782330103637; 2330103638,Actes Sud,Longévité; Régimes alimentaires,12447,,,,,,
12448,La solitude des mourants ; suivi de: Vieillir et mourir : quelques problèmes sociologiques /,"Elias, Norbert",2267014505; 9782267014501,C Bourgois,mourant--solitude,12448,,,,,,
12449,Les silences d'Alexandrie : roman /,"Gazier, Michèle 1946-....",9782715261952; 2715261950,Mercure de France,Roman français.,12449,,,,,,
12450,L'étoffe des Flamands : mode et peinture au XVIIe siècle /,,9789461617996; 9461617992,Snoeck,Mode et art--Pays-Bas--17e siècle; Catalogues d'exposition,12450,,,,,,
12451,Leisure and ancient Rome /,"Toner, Jerry P",0745614329; 9780745614328,Polity Press,loisir--Rome,12451,,,,,,
12452,"Perspektiva istorii v indoevropeistike : k probleme ""indoevropeĭskikh drevnosteĭ"" /","Sukhachev, N. L.",9785484014309; 5484014301,URSS,Indo-européen commun (langue)--Historiographie; Philologie indo-européenne--Historiographie,12452,,,,,,
12453,De la construction à l'architecture /,"Billard, Alain architecte et docteur en archéologie 1946-....",9782212135855; 2212135858; 9782212135862; 2212135866; 9782212135879; 2212135874,Eyrolles,Mécanique appliquée; Architecture; Construction,12453,,,,,,
12454,"Language on display : writers, fiction and linguistic culture in post-Soviet Russia /","Lunde, Ingunn",1474421563; 9781474421560,Edinburgh University Press,Littérature russe--1990-2020; Russe (langue)--Dans la littérature; Russe (langue)--1990-2020,12454,,,,,,
12455,L'échec a-t-il des vertus économiques ? : congrès de l'Association française d'histoire économique des 4 et 5 octobre 2013 /,,9782111293977; 2111293970,Comité pour l'histoire économique et financière de la France,Histoire économique; Faillite; Crises financières; Conditions économiques; Europe; France; [Actes de congrès],12455,,,,,,
12456,Vocabulaire illustré de l'ornement : par le décor de l'architecture et des autres arts /,"Thomas, Evelyne",9782212142228; 2212142226,Eyrolles,Ornements (arts décoratifs); Décoration architecturale,12456,,,,,,
12457,17th-century cabinets /,"Baarsen, Reinier",9040094519; 9789040094514,Waanders Publ; Rijksmuseum,cabinet (mobilier)--Rijksmuseum (Amsterdam)--17e s.,12457,,,,,,
12458,The age of surveillance capitalism : the fight for a human future at the new frontier of power /,"Zuboff, Shoshana",1781256853; 9781781256855,Profile Books,Technology--Social aspects; Capitalism,12458,,,,,,
12459,Pour une philosophie de la photographie /,"Flusser, Vilém",9782842421717; 284242171X,Nouvelle Imprimerie Laballery; Circé,Photographie--Philosophie,12459,,,,,,
12460,Changer la baraque : les immigrés dans les syndicats suisses 1945 - 2000 /,"Steinauer, Jean, 1946-",2829002490; 9782829002496,Editions d'en bas,immigré--syndicalisme--Suisse--1945 / 2000; cadre (personnel)--immigré--syndicalisme--Suisse--1945 / 2000,12460,,,,,,
12461,Saint-Gervais : trente ans de culture à Genève /,"Maitre, Maryvonne",,Impr Corbaz; Saint-Gervais-Genève Ed,Maison des jeunes et de la culture Saint-Gervais Genève--1963 / 1993,12461,,,,,,
12462,Ecosse,,9782067260252; 2067260251,Michelin,Ecosse (Grande-Bretagne); Guides touristiques et de visite,12462,,,,,,
12463,Impressionnisme /,"Grimme, Karin H.",9783836536950; 3836536951,Taschen,Impressionnisme (peinture); Ouvrages illustrés,12463,,,,,,
12464,Le corps dans l'art contemporain /,"O'Reilly, Sally, 1971-",9782878113471; 2878113470,Thames & Hudson,art--corps humain--20e s. (fin) / 21e s. (début),12464,,,,,,
12465,La méthode Delavier de musculation /,"Delavier, Frédéric",9782711420186; 2711420183; 9782711420650; 2711420655; 9782711425143; 2711425142,Vigot,Anatomie fonctionnelle; Musculation (exercices physiques); Force musculaire--Entraînement; Force musculaire; Anatomie humaine; Entraînement (sports); [Guides pratiques et mémentos],12465,,,,,,
12466,"The ""Etymologies"" of Isidore of Seville /","Isidorus, évêque de Séville, saint",0521837499; 9780521837491,Cambridge University Press,,12466,,,,,,
12467,Grammaire alphabétique /,,2091841730; 9782091841731,Nathan,français (langue)--grammaire--[manuel],12467,,,,,,
12468,"Pyrrhon, l'épicurisme /","Long, Anthony Arthur, 1937-",2080706411; 9782080706416,GF Flammarion,Pyrrhon--[document]; philosophie grecque antique - sources--pyrrhonisme; épicurisme--philosophie grecque antique - sources; épicurisme--époque hellénistique--[document],12468,,,,,,
12469,Sobranie sochineniĭ v pi͡ati tomakh /,"Dovlatov, Sergeĭ Donatovich",5389156846; 9785389156845; 5389156854; 9785389156852; 5389156862; 9785389156869; 5389156870; 9785389156876; 5389156889; 9785389156883; 5389156897; 9785389156890,Azbuka,Essays; Novels; Short stories; Fictional Work; Essay,12469,,,,,,
12470,Les écoles vaudoises à la fin du régime bernois /,"Panchaud, Georges, Dr ès lettres",,Librairie de l'Université F Rouge & Cie,enseignement--Vaud (Suisse)--18e s.,12470,,,,,,
12471,"De l'ethnographie à l'anthropologie réflexive : nouveaux terrains, nouvelles pratiques, nouveaux enjeux /",,2200262663; 9782200262662,A Colin,ethnologie--recherche sur le terrain--20e s. (fin)--[études diverses]; anthropologie--réflexivité--20e s. (fin)--[études diverses]; Anthropologie; Ethnologie; Recherche sur le terrain; Réflexivité (philosophie); [Études diverses],12471,,,,,,
12472,L'enquête de terrain /,,9782707140722; 2707140724,Ed La Découverte/MAUSS,recherche sur le terrain--* anthropologie--[études diverses]; recherche sur le terrain--* sociologie--[études diverses]; recherche sur le terrain--* anthropologie--[anthologie]; recherche sur le terrain--* sociologie--[anthologie]; enquête ethnographique--recherche sur le terrain--[études diverses],12472,,,,,,
12473,Le handicap cause politique /,"Baudot, Pierre-Yves",9782130827573; 2130827578,PUF; La vie des idéesfr,Handicapés--Politique publique--France--1990-2020; Handicap--Aspect politique--France--1990-2020,12473,,,,,,
